MW,Sv,Se,Sp,Si,nAT,nBT,nBM,nDB,nAB,nHM,nHet,totalcharge,nCIR,MCD,NRS,NNRS,D/Dtr05,D/Dtr06,Ges,Hy,NAME,Type
496.52,38.754,65.291,38.909,71.698,63,64,11,5,6,0,13,0,10,0.514,1,0.25,0,227.855,32,8.7,474,fda
496.581,42.792,67.901,55.608,75.982,68,70,6,6,0,1,9,0,10,0.486,1,0.25,56.182,195.402,33,0.191,2376,fda
496.63,41.551,68.734,43.205,77.434,68,69,17,5,12,0,11,0,4,0.611,4,1,147.435,181.703,19,3.096,1744,fda
496.69,41.507,67.163,44.148,75.564,67,69,21,3,18,1,9,0,3,0.514,3,1,0,394.171,28,-0.345,975,fda
496.94,37.625,61.076,38.097,66.808,59,61,11,5,6,1,12,0,10,0.529,1,0.25,0,227.855,32,4.936,2573,fda
497.551,39.167,58.654,51.25,64.697,58,60,11,5,6,2,12,0,5,0.529,3,0.75,181.184,121.364,32,1.633,1960,fda
497.7,39.102,64.792,41.699,72.404,64,67,5,5,0,2,11,0,5,0.485,3,0.75,191.634,0,30,-0.262,533,fda
498.462,39.668,55.16,61.705,61.437,55,55,20,3,17,2,15,0,4,0.457,2,0.667,0,334.355,28,2.445,2790,fda
498.71,42.352,65.618,45.273,74.102,66,70,24,1,23,1,8,0,5,0.806,5,1,108.605,541.861,32,0.148,24,fda
498.98,20.282,33.897,15.142,35.353,26,25,0,0,0,1,18,0,0,0,0,0,0,0,17,-0.304,2492,fda
499.68,43.428,69.854,45.847,79.304,70,73,24,2,22,0,9,0,5,0.568,3,0.75,86.284,366.585,34,0.162,2218,fda
499.71,39.828,66.683,42.665,74.447,66,66,15,3,12,2,10,0,2,0.364,2,1,0,121.437,26,0.252,451,fda
499.79,44.087,78.581,48.131,89.809,79,82,3,3,0,1,8,0,10,0.5,1,0.25,58.254,204.856,33,1.516,928,fda
500.52,40.534,68.283,43.495,77.279,68,68,13,1,12,2,9,0,3,0.545,3,1,0,368.98,25,0.222,161,fda
500.53,38.674,63.188,38.966,70.682,61,64,13,1,12,0,10,0,4,0.629,3,0.75,113.865,389.872,25,0.219,1867,fda
500.61,41.448,71.29,43.006,80.164,70,71,9,3,6,0,9,0,2,0.314,2,1,124.444,141.265,32,0.82,984,fda
500.63,39.867,66.272,41.676,74.044,65,68,5,5,0,1,9,0,10,0.5,1,0.25,52.458,182.464,34,-0.334,443,fda
500.7,44.023,79.385,46.841,90.019,79,80,3,3,0,0,9,0,2,0.257,2,1,0,147.075,35,1.52,1310,fda
500.81,33.807,48.731,35.148,52.406,47,49,23,2,21,4,11,0,5,0.645,3,0.75,141.761,168.291,29,-0.233,876,fda
500.87,35.047,54.043,34.301,58.87,51,52,20,2,18,1,13,0,3,0.529,3,1,0,384.017,31,2.424,1691,fda
501.35,36.211,57.189,36.739,62.127,55,57,11,5,6,2,12,0,10,0.545,1,0.25,0,222.542,31,4.102,1294,fda
501.54,39.124,67.472,41.006,75.703,66,67,13,3,10,1,14,0,3,0.265,1,0.5,96.532,116.825,23,0.352,296,fda
501.55,40.816,62.174,41.602,68.449,61,65,25,2,23,0,9,0,6,0.676,4,0.8,0,506.524,32,0.162,29,fda
501.72,42.373,66.72,45.279,75.6,67,70,21,4,17,1,9,0,4,0.639,4,1,96.359,383.738,33,-0.355,1627,fda
502.63,42.869,71.709,44.824,80.279,71,76,5,5,0,0,8,0,16,0.667,1,0.167,155.85,175.72,34,-0.383,2582,fda
502.636,36.917,46.149,77.704,49.236,45,42,16,4,12,4,15,0,2,0.414,2,1,0,85.524,11,1.902,2972,fda
502.9,48.288,88.137,53.558,103.536,90,92,6,0,6,0,8,0,3,0.944,3,1,0,106.651,16,3.013,2987,fda
503.04,40.743,70.174,42.654,78.302,69,69,12,0,12,1,10,0,3,0.529,3,1,0,287.025,31,4.878,1926,fda
503.6,41.883,70.185,43.279,78.026,69,69,16,4,12,0,10,0,2,0.333,2,1,0,219.184,24,0.204,1893,fda
504.46,39.933,55.687,39.727,58.997,54,61,33,2,31,0,8,0,148,0.737,1,0.125,0,293.9,19,2.946,2433,fda
504.5,37.866,69.374,37.454,75.994,66,68,0,0,0,0,16,0,3,0.5,3,1,103.441,249.089,34,7.881,1724,fda
504.5,37.866,69.374,37.454,75.994,66,68,0,0,0,0,16,0,3,0.529,3,1,0,369.485,34,7.881,2113,fda
504.52,40.06,65.167,41.989,72.208,64,66,22,1,21,1,11,0,7,0.543,2,0.5,54.436,262.096,32,3.134,1986,fda
504.56,39.642,65.949,40.046,73.232,64,65,15,4,10,0,14,0,4,0.417,2,0.667,47.145,133.048,32,2.383,1638,fda
504.65,43.396,73.592,45.586,82.694,73,76,6,6,0,0,8,0,10,0.472,1,0.25,57.645,203.841,36,-0.383,276,fda
504.72,43.459,76.261,46.046,87.467,76,79,11,0,11,0,12,0,5,0.611,3,0.75,0,390.241,13,1.578,394,fda
504.78,46.932,83.17,51.001,95.221,84,88,2,2,0,0,6,0,15,0.611,1,0.2,0,272.396,36,2.162,2357,fda
505.03,37.655,66.218,40.779,74.318,65,66,2,2,0,3,13,0,2,0.355,2,1,105.283,119.449,30,2.541,2675,fda
505.06,41.906,65.2,44.142,72.963,65,69,23,3,20,1,8,0,25,0.806,1,0.167,112.181,97.343,34,-0.383,2238,fda
505.11,42.927,72.069,45.847,81.461,72,74,13,1,12,1,8,0,6,0.543,2,0.5,0,211.375,34,-0.765,500,fda
505.52,39.664,64.385,42.148,73.438,64,65,16,4,12,2,12,0,2,0.353,2,1,0,306.104,14,6.795,1833,fda
505.7,41.969,70.483,44.574,79.314,70,72,15,3,12,1,10,0,3,0.486,3,1,128.637,293.835,29,1.548,245,fda
506.09,39.104,62.814,41.284,70.547,62,64,18,1,17,2,12,0,4,0.676,4,1,97.808,357.583,29,2.395,2244,fda
506.53,41.094,67.065,44.074,76.026,67,69,14,2,12,2,9,0,4,0.676,4,1,108.052,386.723,29,-0.729,1834,fda
506.67,42.786,69.327,44.819,79.063,69,73,22,0,22,0,10,0,6,0.73,4,0.8,94.36,497.506,34,-0.338,1993,fda
507.12,43.97,70.53,47.177,79.627,71,74,22,0,22,1,6,0,6,0.778,4,0.8,81.672,310.162,28,0.093,528,fda
507.22,30.858,50.873,31.312,54.291,47,49,13,3,10,3,21,0,4,0.452,2,0.667,168.882,92.668,30,5.404,2887,fda
507.49,37.652,60.047,40.063,67.261,59,60,13,1,12,3,9,0,7,0.625,2,0.5,0,290.111,26,-0.31,934,fda
507.51,40.4,63.341,43.694,71.485,64,67,19,1,18,1,5,0,6,0.788,4,0.8,179.727,320.249,24,0.102,867,fda
508.02,40.27,66.291,41.716,73.717,65,66,15,3,12,1,11,0,3,0.514,3,1,0,286.539,30,3.134,2178,fda
508.54,41.432,66.007,45.211,74.817,67,70,18,0,18,1,4,0,6,0.788,4,0.8,0,693.563,18,-0.472,983,fda
508.61,42.253,71.221,43.762,79.619,70,73,6,6,0,0,9,0,10,0.472,1,0.25,57.717,201.787,36,-0.355,1167,fda
508.62,42.948,69.749,44.614,77.69,69,71,17,5,12,0,9,0,6,0.514,2,0.5,62.775,231.709,27,3.006,848,fda
508.72,41.791,71.578,44.375,81.185,71,73,11,5,6,1,12,0,4,0.457,2,0.667,0,338.455,34,4.005,488,fda
508.97,40.173,68.163,43.659,77.429,68,66,16,0,16,3,9,0,6,0.437,1,0.333,0,184.538,25,2.376,1854,fda
510.09,41.27,63.182,43.989,70.013,63,66,23,1,22,2,7,0,6,0.771,4,0.8,79.233,428.943,28,0.134,67,fda
510.361,36.054,51.207,47.989,55.545,50,52,14,3,11,4,13,0,5,0.562,3,0.75,162.863,97.633,27,1.008,1179,fda
510.361,36.054,51.207,47.989,55.545,50,51,14,3,11,4,13,0,5,0.562,3,0.75,156.168,93.957,25,1.008,2610,fda
510.361,36.235,58.822,48.551,64.975,57,57,5,5,0,3,18,0,2,0.344,2,1,103.809,120.062,27,1.88,2711,fda
510.4,36.686,54.858,38.08,60.828,54,57,21,3,18,1,9,0,5,0.667,3,0.75,0,400.223,31,0.862,2298,fda
510.5,37.673,61.149,40.069,68.759,60,61,12,0,12,3,10,0,7,0.625,2,0.5,0,290.111,26,-0.279,1417,fda
510.53,37.162,59.709,37.068,64.744,57,59,12,7,5,1,15,0,4,0.371,2,0.667,111.632,114.853,35,0.99,1556,fda
512.352,39.312,51.193,60.147,54.123,50,51,18,6,12,2,13,0,6,0.556,2,0.5,0,371.8,17,-0.245,2975,fda
512.551,37.07,52.291,48.653,56.826,51,53,16,5,11,3,15,0,5,0.559,3,0.75,101.743,223.601,29,-0.159,919,fda
512.8,48.217,83.843,52.546,96.012,85,89,4,4,0,0,5,0,15,0.595,1,0.2,0,286.687,37,-0.472,2386,fda
513.13,39.194,62.687,42.097,69.64,62,63,14,3,11,3,10,0,3,0.545,3,1,99.47,125.036,30,0.252,508,fda
513.55,43.083,68.527,46.58,77.362,69,71,19,1,18,2,6,0,4,0.686,4,1,0,525.792,21,-0.43,671,fda
513.75,45.598,77.65,48.825,89.269,78,82,12,1,11,0,8,0,6,0.676,4,0.8,205.161,387.412,28,-0.392,446,fda
513.92,36.075,56.302,39.131,62.728,56,57,17,1,16,3,8,0,4,0.5,2,0.667,62.986,172.6,26,-0.316,522,fda
514.67,45.364,68.549,47.83,76.81,69,74,33,1,32,0,6,0,8,0.769,4,0.667,171.906,466.259,37,-0.46,310,fda
515.38,37.738,60.073,38.5,65.542,58,60,11,5,6,2,12,0,10,0.529,1,0.25,0,229.267,32,4.052,2949,fda
515.6,40.749,67.716,41.392,75.893,66,65,19,7,12,0,15,0,2,0.324,2,1,0,156.553,25,7.624,1174,fda
515.66,44.858,67.767,47.074,75.893,68,74,29,3,26,0,7,0,9,0.897,5,0.714,243.269,429.132,35,-0.434,22,fda
515.92,37.886,65.334,41.057,73.205,64,63,13,2,11,3,14,0,3,0.312,1,0.5,0,117.749,23,4.217,2743,fda
516.04,41.556,66.963,43.262,74.508,66,67,18,6,12,1,10,0,3,0.5,3,1,0,381.724,32,-0.327,1223,fda
516.452,41.689,61.767,65.494,68.879,62,63,5,5,0,3,12,0,10,0.5,1,0.25,49.564,172.683,30,0.293,2730,fda
516.452,41.689,61.767,65.494,68.879,62,63,5,5,0,3,12,0,10,0.5,1,0.25,49.564,172.683,30,0.293,2889,fda
516.49,39.899,63.531,39.591,68.495,61,63,17,5,12,0,12,0,3,0.486,3,1,0,443.368,37,3.916,2434,fda
516.63,40.916,61.949,42.352,68.484,61,64,34,2,32,1,11,0,12,0.757,2,0.333,0,161.435,12,6.57,2750,fda
516.66,43.819,72.628,45.893,82.117,72,75,14,2,12,0,8,0,4,0.595,4,1,0,442.707,32,-0.392,2215,fda
516.74,46.593,80.73,49.932,91.6,81,84,5,5,0,0,7,0,10,0.459,1,0.25,61.441,209.808,36,0.728,1538,fda
516.74,43.077,72.25,45.921,81.975,72,75,15,4,11,1,11,0,5,0.556,3,0.75,207.145,220.161,35,0.231,2165,fda
516.79,47.932,84.17,52.001,96.221,85,88,4,4,0,0,6,0,10,0.459,1,0.25,59.701,211.373,36,0.702,1076,fda
516.93,47.447,81.014,53.478,93.224,83,84,12,0,12,2,4,0,2,0.343,2,1,0,270.626,10,0.049,521,fda
517.46,39.405,65.389,41.125,72.95,64,64,14,2,12,2,12,0,6,0.412,1,0.333,0,209.62,15,4.936,675,fda
517.85,47.184,81.81,51.984,93.805,83,87,3,3,0,1,6,0,9,0.611,2,0.4,154.571,180.039,33,-0.438,1135,fda
518.45,38.033,56.174,39.813,61.292,55,57,25,2,23,3,10,0,4,0.676,4,1,99.157,344.611,29,-0.304,461,fda
518.6,43.62,68.872,45.057,75.903,68,71,24,2,22,0,8,0,6,0.526,2,0.5,0,375.371,18,2.946,2435,fda
519.14,44.771,71.523,47.972,80.999,72,76,18,1,16,1,7,0,12,0.784,3,0.5,57.192,415.969,31,-0.419,2958,fda
519.31,35.159,53.04,34.705,57.605,50,51,20,2,18,2,13,0,3,0.529,3,1,0,384.017,31,0.957,2549,fda
519.51,39.027,67.243,40.153,74.707,65,66,13,3,10,1,16,0,3,0.257,1,0.5,99.573,120.468,25,0.389,2605,fda
519.62,37.802,56.807,38.898,62.506,55,58,25,2,23,2,12,0,4,0.657,4,1,98.192,350.835,29,0.905,783,fda
519.62,37.5,58.014,38.392,63.491,56,59,16,5,11,2,15,0,5,0.543,3,0.75,107.73,235.51,35,2.445,1694,fda
519.64,41.497,67.236,43.193,74.452,66,69,17,1,16,1,10,0,6,0.722,4,0.8,77.858,257.622,36,3.069,2429,fda
519.77,46.217,81.818,49.529,93.842,82,84,5,5,0,0,10,0,4,0.27,2,0.667,119.115,145.288,31,2.243,982,fda
520.55,40.857,66.076,41.21,73.085,64,68,17,1,16,0,11,0,7,0.568,3,0.6,192.268,213.264,34,1.525,2208,fda
520.67,41.333,72.574,43.148,81.069,71,70,14,2,12,1,13,0,2,0.343,2,1,0,105.863,14,6.754,1327,fda
520.68,40.269,64.134,42.386,70.7,63,64,21,5,16,2,11,0,3,0.457,3,1,194.463,102.262,32,0.877,1173,fda
521.1,43.84,73.403,46.506,82.299,73,76,6,6,0,1,8,0,10,0.472,1,0.25,57.645,203.841,36,-0.383,844,fda
521.47,41.373,65.749,43.625,72.788,65,69,10,5,5,2,8,0,11,0.629,2,0.4,138.205,191.498,35,-0.373,440,fda
522.6,43.136,69.192,44.307,76.485,68,69,19,7,12,0,10,0,7,0.553,2,0.5,0,123.699,24,1.475,891,fda
522.64,40.263,65.625,41.512,73.409,64,68,16,0,16,1,13,0,6,0.639,4,0.8,176.82,215.025,36,1.605,1154,fda
522.66,43.958,76.054,45.807,85.355,75,77,12,1,11,0,11,0,3,0.459,3,1,117.297,265.265,33,0.836,2629,fda
523.01,38.372,59.934,39.324,65.475,58,60,21,4,17,2,13,0,5,0.543,3,0.75,0,264.319,33,2.389,1757,fda
523.38,34.414,58.243,33.438,64.077,54,54,13,2,11,1,18,0,4,0.441,2,0.667,72.014,181.774,29,4.227,1096,fda
523.62,35.833,53.331,36.721,57.208,51,54,16,6,10,3,15,0,5,0.529,3,0.75,217.779,107.819,34,1.721,1811,fda
524.01,40.909,64.454,42.188,71.993,63,66,18,0,18,1,8,0,4,0.667,4,1,0,564.328,23,-0.383,1201,fda
524.53,39.216,61.811,41.688,69.282,61,63,18,1,17,3,12,0,4,0.676,4,1,97.808,357.583,29,0.928,1765,fda
524.76,44.362,72.923,47.466,82.766,73,76,20,2,18,1,10,0,4,0.622,4,1,129.463,413.698,29,0.809,772,fda
524.96,53.234,95.163,59.751,110.875,98,98,6,6,0,0,2,0,1,0.158,1,1,0,175.344,36,-0.941,2947,fda
525,40.679,66.843,41.619,73.638,65,65,13,7,6,1,12,0,2,0.333,2,1,0,187.689,32,2.328,2609,fda
525.14,41.377,68.691,44.017,77.504,68,70,15,4,11,2,12,0,5,0.6,3,0.75,81.571,318.511,31,-0.26,2603,fda
525.67,44.616,70.298,46.54,79.099,70,75,23,0,22,0,10,0,8,0.718,4,0.667,98.036,617.376,35,-0.358,2383,fda
525.72,45.955,73.738,48.608,83.72,74,78,24,2,22,0,9,0,6,0.615,4,0.8,90.398,383.63,37,0.136,2300,fda
526.58,38.639,62.512,38.898,68.998,60,63,19,3,16,1,15,0,6,0.694,4,0.8,232.973,168.326,34,1.66,2261,fda
526.74,43.033,74.789,45.591,84.809,74,75,11,5,6,1,13,0,4,0.444,2,0.667,0,338.455,34,5.759,1688,fda
527.6,41.312,75.582,41.869,84.275,73,76,0,0,0,0,16,0,5,0.556,2,0.5,72.517,317.502,36,9.7,2693,fda
527.68,44.705,79.047,46.779,88.896,78,77,10,4,6,0,11,0,1,0.162,1,1,0,98.762,27,1.525,1362,fda
527.7,43.442,70.6,45.813,78.899,70,73,17,5,12,1,10,0,5,0.595,3,0.75,0,509.336,31,0.189,871,fda
527.72,46.561,79.065,49.415,89.268,79,79,16,4,12,0,8,0,2,0.316,2,1,0,225.38,27,0.738,547,fda
528.571,40.585,65.513,52.347,72.282,64,60,17,5,12,2,15,0,2,0.343,2,1,0,229.725,24,6.811,1485,fda
528.59,41.728,68.956,42.489,77.512,67,71,9,3,6,0,10,0,11,0.622,2,0.4,59.055,329.028,32,0.189,52,fda
528.98,43.174,66.421,46.978,74.598,67,70,19,1,18,3,5,0,7,0.543,2,0.5,60.6,256.542,29,-0.458,989,fda
529.51,40.18,67.109,41.386,74.256,65,67,11,5,6,1,14,0,3,0.472,3,1,119.385,285.512,33,0.938,781,fda
529.57,41.756,62.53,42.159,69.453,61,65,30,1,29,0,11,0,5,0.744,5,1,114.279,548.768,37,0.187,14,fda
530.18,46.439,77.476,50.154,88.129,78,80,14,2,12,1,6,0,3,0.486,3,1,0,461.914,31,-0.832,2353,fda
530.5,41.755,65.625,44.006,73.405,65,68,18,0,17,2,10,0,5,0.611,3,0.75,0,447.348,34,-0.327,6,fda
530.56,41.25,61.749,41.404,68.536,60,64,30,1,29,0,12,0,5,0.744,5,1,114.279,548.768,37,0.213,2277,fda
530.71,47.298,76.752,50.194,86.145,77,79,21,3,18,0,6,0,3,0.462,3,1,0,530.037,22,-0.84,2633,fda
530.72,47.099,76.745,49.989,86.517,77,80,23,1,22,0,7,0,6,0.718,4,0.8,81.672,310.162,32,0.697,534,fda
531.35,33.755,52.287,35.773,58.221,51,54,13,1,12,1,9,0,4,0.733,4,1,0,313.606,29,0.933,2269,fda
531.48,41.448,64.851,43.455,72.116,64,68,18,1,17,2,10,0,5,0.778,5,1,229.942,409.291,32,-0.717,2902,fda
531.66,44.937,75.952,46.801,84.856,75,79,9,3,6,0,10,0,17,0.526,1,0.2,176.656,64.317,37,0.175,2310,fda
532.08,44.126,68.309,46.353,76.089,68,71,22,4,18,1,8,0,8,0.711,3,0.6,0,287.413,32,0.123,829,fda
532.52,42.282,67.509,44.767,75.82,67,71,17,0,17,2,10,0,5,0.778,5,1,229.942,409.291,31,-0.717,1661,fda
532.62,43.315,67.079,44.438,75.201,66,70,24,1,22,0,10,0,6,0.692,4,0.8,99.416,555.57,35,-0.358,188,fda
532.63,43.374,72.465,44.563,81.027,71,72,16,5,11,0,12,0,4,0.368,2,0.667,154.273,84.801,36,3.051,18,fda
532.64,44.63,75.178,46.25,83.568,74,76,8,8,0,0,10,0,4,0.395,2,0.667,105.707,217.196,38,0.175,2399,fda
533.64,43.926,74.389,45.29,83.023,73,74,12,6,6,0,12,0,3,0.447,3,1,105.149,232.248,26,0.227,825,fda
534.48,38.235,61.581,37.086,67.982,58,61,14,2,12,0,14,0,4,0.622,4,1,107.841,376.372,26,0.296,43,fda
534.54,40.846,65.512,40.699,72.251,63,67,19,2,17,0,13,0,6,0.684,4,0.8,224.97,444.963,29,-0.653,1644,fda
534.61,43.818,73.622,44.943,81.362,72,76,12,0,12,0,11,0,6,0.684,4,0.8,186.944,379.316,37,1.501,1058,fda
534.62,43.361,68.221,44.409,76.28,67,72,20,2,18,0,11,0,8,0.821,4,0.667,90.452,442.327,37,0.799,2415,fda
534.63,43.421,73.607,44.534,82.106,72,72,16,6,10,0,13,0,4,0.421,2,0.667,42.717,56.424,26,1.553,1951,fda
535.08,44.664,65.989,46.926,73.338,66,70,31,2,29,1,7,0,9,0.821,4,0.667,83.893,447.553,34,0.085,519,fda
535.09,43.829,72.84,45.995,81.465,72,73,15,3,12,1,10,0,4,0.432,2,0.667,0,364.76,34,0.189,494,fda
536.96,54.75,92.741,61.319,107.626,96,97,11,11,0,0,0,0,2,0.3,2,1,0,362.632,19,-0.993,2915,fda
537.771,46.919,79.17,61.614,90.267,80,82,3,3,0,2,10,0,10,0.472,1,0.25,59.275,211.043,33,1.522,1718,fda
538.18,47.244,77.407,50.91,87.584,78,80,19,1,18,1,6,0,4,0.632,4,1,0,595.918,23,0.686,902,fda
538.63,42.055,67.716,43.37,74.839,66,70,10,5,5,1,10,0,11,0.595,2,0.4,148.875,205.037,37,-0.338,2196,fda
538.771,50.05,83.432,65.029,95.47,85,87,4,4,0,1,7,0,10,0.447,1,0.25,59.701,211.373,35,0.097,1482,fda
539.601,42.21,63.858,54.261,70.693,63,65,12,6,6,2,14,0,5,0.514,3,0.75,100.947,273.722,32,0.296,1253,fda
539.65,39.468,63.116,40.574,69.159,61,61,24,7,17,2,15,0,4,0.444,2,0.667,0,236.387,27,5.814,142,fda
539.69,46.341,73.189,48.506,82.142,73,77,22,4,18,0,9,0,6,0.675,4,0.8,102.828,576.81,34,0.124,3,fda
540.57,42.721,72.393,43.091,79.365,70,72,10,4,6,0,13,0,3,0.474,3,1,0,437.016,38,3.077,2256,fda
540.76,48.593,82.73,51.932,93.6,83,88,5,5,0,0,7,0,16,0.667,2,0.333,109.404,291.204,36,-0.434,1468,fda
541.14,41.774,73.447,44.108,82.591,72,69,13,2,11,2,14,0,2,0.314,2,1,104.951,123.035,27,5.847,1569,fda
541.51,42.564,68.88,44.909,77.251,68,69,18,0,18,2,9,0,4,0.667,4,1,0,507.404,23,-0.744,1159,fda
541.631,37.52,55.68,49.523,60.869,54,55,10,5,5,4,18,0,4,0.382,2,0.667,103.919,104.107,32,1.808,1809,fda
542.08,44.082,70.847,46.023,78.923,70,72,18,6,12,1,10,0,4,0.632,4,1,0,502.475,34,-0.348,453,fda
544.5,41.227,68.483,42.926,76.821,67,68,17,1,16,2,14,0,5,0.556,3,0.75,179.118,226.873,31,2.383,2222,fda
544.82,43.365,67.996,47.193,75.822,68,71,21,3,18,3,9,0,8,0.722,3,0.6,0,256.578,33,-0.355,1326,fda
545.601,37.95,52.593,49.75,56.457,51,53,16,6,10,4,16,0,5,0.514,3,0.75,217.779,107.819,33,1.018,2579,fda
545.69,46.464,78.836,48.563,88.272,78,82,9,3,6,0,10,0,17,0.513,1,0.2,184.648,67.417,38,0.162,2384,fda
546.13,44.619,78.036,46.978,88.003,77,78,8,2,6,1,12,0,3,0.459,3,1,136.173,314.329,31,0.863,1906,fda
546.64,39.721,61.124,40.602,66.617,59,62,17,6,11,2,15,0,5,0.514,3,0.75,120.041,255.66,33,1.632,2713,fda
546.79,48.755,81.498,52.103,93.092,82,85,19,3,16,0,9,0,5,0.525,3,0.75,102.948,427.044,35,1.406,1631,fda
547.12,43.248,68.822,45.665,76.345,68,70,21,3,18,2,10,0,4,0.649,4,1,0,333.375,30,0.189,822,fda
547.65,42.334,68.807,43.449,76.069,67,70,20,3,17,1,14,0,7,0.684,3,0.6,0,473.048,35,0.895,111,fda
547.74,45.21,75.694,47.79,84.939,75,78,15,3,12,1,11,0,5,0.526,3,0.75,223.306,312.461,32,1.501,1763,fda
548.1,39.107,62.996,40.739,69.308,61,62,11,6,5,3,15,0,4,0.371,2,0.667,106.898,113.501,32,0.99,1588,fda
548.13,42.345,68.025,44.5,76.172,67,70,15,4,11,2,13,0,5,0.568,3,0.75,85.608,393.189,36,0.889,2514,fda
548.49,35.058,50.324,36.528,53.678,48,51,12,7,5,5,15,0,5,0.576,3,0.75,101.341,223.133,30,0.402,1595,fda
548.73,44.387,78.341,46.671,87.899,77,76,14,2,12,1,13,0,2,0.324,2,1,0,115.375,14,6.624,2738,fda
550.113,35.103,45.891,68.051,48.377,44,42,6,6,0,6,23,0,2,0.344,2,1,94.82,109.853,26,2.035,2800,fda
551.182,35.093,49.397,57.369,52.789,47,47,13,3,10,5,23,0,4,0.424,2,0.667,168.882,92.668,29,3.577,2670,fda
551.182,35.093,49.397,57.369,52.789,47,47,13,3,10,5,23,0,4,0.424,2,0.667,168.882,92.668,29,3.577,2840,fda
551.86,50.523,91.359,54.779,105.131,92,92,8,2,6,0,9,0,1,0.154,1,1,0,171.635,36,2.94,2030,fda
552.05,37.602,56.447,38.284,61.392,54,57,20,5,15,3,17,0,7,0.611,3,0.6,188.011,203.918,34,1.021,1949,fda
552.64,40.709,75.203,41.216,83.488,72,73,2,2,0,1,19,0,3,0.472,3,1,84.418,210.765,34,12.891,2748,fda
552.65,44.662,76.818,45.75,85.73,75,76,12,6,6,0,14,0,3,0.462,3,1,0,324.681,31,3.886,2053,fda
552.71,46.12,76.821,47.978,86.846,76,79,19,3,16,0,13,0,6,0.65,4,0.8,154.623,309.234,31,1.506,2563,fda
552.75,42.64,70.214,44.955,78.484,69,71,21,5,16,2,14,0,5,0.568,3,0.75,75.618,317.818,32,1.605,2175,fda
552.81,48.798,83.701,52.114,96.088,84,88,13,1,12,0,11,0,5,0.75,5,1,0,747.459,34,1.456,2242,fda
553.97,39.834,68.364,39.477,74.931,65,63,11,4,6,1,18,0,1,0.162,1,1,0,78.597,17,10.676,2820,fda
554.581,40.51,57.509,52.074,62.079,56,58,19,7,12,3,15,0,5,0.541,3,0.75,0,377.906,29,0.943,938,fda
554.82,44.187,78.967,47.421,89.397,78,77,4,4,0,2,14,0,0,0,0,0,0,0,17,4.885,2794,fda
555.55,44.4,67.341,47.694,75.485,68,72,28,0,28,1,5,0,7,0.703,3,0.6,0,513.67,32,-0.472,1944,fda
555.73,45.637,73.669,48.057,82.445,73,77,20,4,16,1,10,0,11,0.667,3,0.5,108.397,147.52,35,1.453,2570,fda
556.32,36.958,56.731,36.097,61.616,53,55,15,3,12,2,14,0,3,0.472,3,1,117.145,276.941,29,0.314,2188,fda
556.71,43.817,78.996,45.58,88.318,77,74,14,2,12,1,15,0,2,0.324,2,1,0,105.863,17,10.596,1976,fda
556.84,48.867,82.472,52.921,93.683,83,85,19,3,16,1,8,0,4,0.385,2,0.667,105.724,268.065,32,-0.409,2041,fda
557.1,45.422,69.52,47.392,77.544,69,72,26,2,23,1,10,0,5,0.55,3,0.75,0,520.413,38,0.149,2924,fda
557.57,43.05,69.502,42.949,76.153,67,67,20,8,12,0,15,0,6,0.35,1,0.333,0,138.102,27,6.497,1677,fda
557.67,40.709,66.327,41.79,72.783,64,66,11,6,5,2,16,0,4,0.351,2,0.667,118.152,124.794,36,0.97,1807,fda
558.21,45.695,74.029,49.08,83.627,74,77,20,2,18,2,10,0,4,0.632,4,1,0,537.159,33,0.791,2210,fda
558.65,45.739,72.178,46.898,80.229,71,75,25,3,22,0,12,0,5,0.659,5,1,370.768,288.845,38,0.185,219,fda
558.7,47.956,76.374,50.165,85.442,76,79,25,2,23,0,8,0,4,0.561,4,1,130.237,441.818,34,1.362,1992,fda
560.08,37.187,55.538,38.341,59.568,53,55,16,6,10,4,16,0,5,0.514,3,0.75,217.779,107.819,34,1.718,714,fda
560.71,47.227,75.545,49.239,85.316,75,80,23,1,22,0,10,0,7,0.805,5,0.833,99.945,676.821,34,0.74,2264,fda
560.74,46.023,72.483,48.398,81.145,72,77,26,1,25,1,11,0,9,0.725,4,0.667,309.188,406.175,33,0.174,201,fda
561.631,41.585,62.378,53.602,68.407,61,63,13,7,6,3,16,0,5,0.486,3,0.75,219.763,136.398,31,0.35,1222,fda
562.72,48.847,75.97,51.262,85.059,76,80,28,6,22,0,8,0,20,0.571,1,0.2,282.802,0,42,1.344,1723,fda
563.64,45.99,78.298,50.171,89.395,79,79,14,2,12,1,7,0,2,0.333,2,1,0,282.585,31,-0.41,827,fda
563.68,44.785,73.589,46.381,81.155,72,75,11,5,6,1,12,0,7,0.564,2,0.5,0,190.113,39,2.238,1671,fda
563.7,48.222,78.625,50.347,87.647,78,79,22,4,18,0,9,0,3,0.439,3,1,0,315.113,30,1.387,73,fda
563.7,48.222,78.625,50.347,87.647,78,79,22,4,18,0,9,0,3,0.439,3,1,0,315.113,30,1.387,433,fda
564.03,43.899,70.953,44.83,77.764,69,72,15,3,12,1,12,0,11,0.615,2,0.4,0,376.101,37,3.017,820,fda
564.392,44.08,64.232,69.131,71.922,65,66,8,2,6,5,12,0,10,0.486,1,0.25,63.119,192.585,28,-0.652,2863,fda
