MW,Sv,Se,Sp,Si,nAT,nBT,nBM,nDB,nAB,nHM,nHet,totalcharge,nCIR,MCD,NRS,NNRS,D/Dtr05,D/Dtr06,Ges,Hy,NAME,Type
154.28,15.456,28.28,17.307,32.946,29,29,1,1,0,0,1,0,1,0.545,1,1,0,34.381,10,-0.294,2112,fda
154.28,10.438,18.225,12.011,20.335,18,17,0,0,0,2,4,0,0,0,0,0,0,0,4,3.268,2421,fda
154.28,15.456,28.28,17.307,32.946,29,29,1,1,0,0,1,0,1,0.545,1,1,0,34.381,10,-0.877,2450,fda
155.22,13.612,24.058,14.483,27.408,24,24,2,2,0,0,3,0,1,0.545,1,1,0,34.057,8,-0.119,1236,fda
155.27,14.951,27.498,16.551,32.029,28,28,1,1,0,0,2,0,1,0.545,1,1,0,33.733,6,-0.206,1585,fda
156.11,10.429,16.396,9.591,17.249,15,15,4,4,0,0,6,0,1,0.545,1,1,0,34.381,11,1.837,597,fda
156.3,15.983,30.163,18.069,35.361,31,31,0,0,0,0,1,0,1,0.545,1,1,0,34.381,10,-0.294,1516,fda
156.3,15.983,30.163,18.069,35.361,31,31,0,0,0,0,1,0,1,0.545,1,1,0,34.381,10,-0.294,2064,fda
156.62,12.176,19.069,13.119,21.229,19,19,6,0,6,1,2,0,1,0.6,1,1,0,29.867,7,-0.161,1381,fda
156.63,11.978,19.062,12.915,21.601,19,18,7,1,6,1,3,0,1,0.6,1,1,0,26.648,7,1.69,1620,fda
157.12,10.404,16.356,9.625,17.669,15,15,7,1,6,0,6,0,1,0.545,1,1,0,34.381,11,1.837,2262,fda
157.21,11.219,17.484,11.847,19.083,17,17,8,2,6,1,4,0,1,0.6,1,1,0,30.838,7,0.839,1523,fda
157.24,14.139,25.942,15.245,29.823,26,26,1,1,0,0,3,0,1,0.545,1,1,0,34.705,9,1.574,2667,fda
157.62,11.154,21.709,11.796,24.562,21,19,0,0,0,1,5,0,0,0,0,0,0,0,4,4.32,2576,fda
157.64,9.573,16.691,10.466,18.442,16,14,1,1,0,2,5,0,0,0,0,0,0,0,7,3.386,1557,fda
158.14,10.757,18.273,10.148,20.037,17,17,3,3,0,0,7,0,1,0.455,1,1,30.286,0,11,4.032,1032,fda
158.18,12.294,21.72,12.421,24.286,21,21,2,2,0,0,5,0,1,0.455,1,1,30.286,0,11,1.749,1290,fda
158.27,15.171,28.607,16.762,33.156,29,28,1,1,0,0,2,0,0,0,0,0,0,0,11,-0.206,1617,fda
159.121,12.181,14.938,22.886,16.659,15,15,7,2,5,1,6,1,3,0.818,1,0.5,14.765,18.569,10,0.924,240,fda
159.23,11.745,19.367,12.608,21.498,19,19,2,2,0,1,4,0,1,0.5,1,1,26.986,0,10,0.031,1408,fda
160.2,12.821,23.604,13.182,26.701,23,22,2,2,0,0,5,0,0,0,0,0,0,0,10,0.836,1553,fda
160.24,14.677,23.622,15.818,27.073,24,25,10,0,10,0,2,0,3,0.75,1,0.5,20.299,24.713,12,1.394,916,fda
161.17,13.031,19.407,13.199,21.163,19,20,11,1,10,0,3,0,3,0.75,1,0.5,20.061,24.417,12,0.59,1586,fda
161.23,13.853,26.269,14.699,30.033,26,25,1,1,0,0,4,0,0,0,0,0,0,0,8,-0.031,632,fda
161.23,13.853,26.269,14.699,30.033,26,25,1,1,0,0,4,0,0,0,0,0,0,0,8,-0.031,2595,fda
162.062,12.675,13.484,34.159,14.581,14,11,2,2,0,2,6,0,0,0,0,0,0,0,3,-0.384,2802,fda
162.131,13.369,17.778,24.438,19.538,18,17,7,1,6,1,4,0,1,0.545,1,1,0,30.514,10,0.748,864,fda
162.15,12.725,18.633,12.648,19.874,18,19,8,2,6,0,3,0,3,0.833,1,0.5,0,46.449,12,-0.164,943,fda
162.2,14.064,22.073,14.716,24.495,22,22,8,2,6,0,2,0,1,0.5,1,1,0,40.863,10,-0.807,2127,fda
163.22,11.46,19.695,12.063,21.707,19,18,2,2,0,1,5,0,0,0,0,0,0,0,10,1.882,233,fda
163.22,11.46,19.695,12.063,21.707,19,18,2,2,0,1,5,0,0,0,0,0,0,0,10,1.882,483,fda
164.17,13.252,20.516,13.409,22.289,20,20,8,2,6,0,3,0,1,0.5,1,1,0,39.975,10,0.59,1541,fda
164.18,12.735,23.938,12.841,26.538,23,23,0,0,0,0,5,0,1,0.545,1,1,0,34.057,11,2.763,1511,fda
164.18,12.735,23.938,12.841,26.538,23,22,1,1,0,0,5,0,0,0,0,0,0,0,11,2.763,2304,fda
164.201,10.217,13.047,21.972,13.963,13,11,2,2,0,3,6,0,0,0,0,0,0,0,5,0.434,307,fda
164.22,14.59,23.956,15.477,26.91,24,24,7,1,6,0,2,0,1,0.5,1,1,0,38.81,12,-0.244,1512,fda
164.22,14.59,23.956,15.477,26.91,24,24,7,1,6,0,2,0,1,0.5,1,1,0,38.81,12,-0.244,2023,fda
164.22,14.59,23.956,15.477,26.91,24,24,7,1,6,0,2,0,1,0.5,1,1,0,41.008,10,-0.244,2498,fda
164.27,15.929,27.396,17.546,31.531,28,28,6,0,6,0,1,0,1,0.5,1,1,0,40.443,10,-0.325,1985,fda
165.21,14.085,23.174,14.722,25.993,23,23,7,1,6,0,3,0,1,0.5,1,1,0,39.554,10,0.59,1245,fda
165.21,14.085,23.174,14.722,25.993,23,23,7,1,6,0,3,0,1,0.5,1,1,0,39.133,12,0.59,1385,fda
165.21,14.085,23.174,14.722,25.993,23,23,7,1,6,0,3,0,1,0.5,1,1,0,40.537,10,1.474,2982,fda
165.66,12.042,22.367,12.932,26.096,22,20,2,2,0,1,6,0,0,0,0,0,0,0,8,4.164,421,fda
165.74,15.117,29.262,17.478,34.594,30,28,0,0,0,1,2,0,0,0,0,0,0,0,8,0.647,2192,fda
165.74,15.117,29.262,17.478,34.594,30,28,0,0,0,1,2,0,0,0,0,0,0,0,3,-0.768,2533,fda
165.998,5.813,1.175,27.699,1.314,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,396,fda
166.14,12.44,18.96,12.102,20.083,18,18,8,2,6,0,4,0,1,0.5,1,1,0,38.895,6,0.671,2124,fda
166.14,12.44,18.96,12.102,20.083,18,18,8,2,6,0,4,0,1,0.5,1,1,0,38.895,5,0.671,2135,fda
166.19,13.778,22.4,14.171,24.704,22,22,7,1,6,0,3,0,1,0.5,1,1,0,38.571,12,-0.164,600,fda
166.19,13.778,22.4,14.171,24.704,22,22,7,1,6,0,3,0,1,0.5,1,1,0,39.554,10,-0.164,1386,fda
166.19,13.778,22.4,14.171,24.704,22,22,7,1,6,0,3,0,1,0.5,1,1,0,38.81,12,-0.164,1416,fda
166.19,13.778,22.4,14.171,24.704,22,22,7,1,6,0,3,0,1,0.5,1,1,0,39.933,10,0.59,1978,fda
166.22,13.182,22.378,13.557,25.82,22,23,6,0,6,0,6,0,2,0.75,2,1,0,37.683,8,3.757,1212,fda
166.221,15.762,24.985,28.029,28.989,26,25,1,1,0,1,3,0,0,0,0,0,0,0,8,-0.702,38,fda
166.27,13.337,20.814,14.705,23.577,21,21,7,1,6,1,3,0,1,0.545,1,1,0,34.705,11,0.66,335,fda
167.22,11.294,16.585,11.676,18.411,16,17,7,2,5,1,6,0,3,0.818,1,0.5,17.623,21.335,11,2.851,332,fda
167.23,14.612,25.058,15.483,28.408,25,25,6,0,6,0,3,0,1,0.5,1,1,0,39.554,10,1.474,613,fda
167.61,11.627,20.825,12.034,23.146,20,18,2,2,0,1,5,0,0,0,0,0,0,0,9,1.882,720,fda
168.16,12.966,20.844,12.864,22.498,20,22,2,2,0,0,4,0,6,0.833,1,0.333,50.293,19.752,7,-0.646,997,fda
168.16,12.966,20.844,12.864,22.498,20,20,4,4,0,0,4,0,1,0.5,1,1,0,38.248,12,-0.646,1384,fda
168.16,12.966,20.844,12.864,22.498,20,20,7,1,6,0,4,0,1,0.5,1,1,0,38.571,12,0.671,1805,fda
168.18,11.385,15.826,11.534,16.379,15,16,7,1,6,1,4,0,3,0.818,1,0.5,17.775,21.623,11,-0.031,751,fda
168.65,12.461,23.484,13.347,26.851,23,21,1,1,0,1,5,0,0,0,0,0,0,0,9,4.068,2769,fda
169.131,13.105,19.207,23.898,21.245,19,18,2,2,0,1,6,0,0,0,0,0,0,0,11,1.837,2775,fda
169.2,13.8,23.502,14.176,26.202,23,23,6,0,6,0,4,0,1,0.5,1,1,0,38.248,12,1.555,1082,fda
169.2,13.8,23.502,14.176,26.202,23,23,6,0,6,0,4,0,1,0.5,1,1,0,38.81,12,3.596,2359,fda
169.57,11.332,15.847,11.295,16.691,15,16,7,1,6,1,4,0,3,0.818,1,0.5,17.775,21.623,11,-0.031,1203,fda
169.67,14.01,22.727,15.432,25.933,23,23,6,0,6,1,2,0,2,0.818,2,1,0,28.798,8,0.573,1270,fda
170.13,12.154,19.287,11.557,20.293,18,18,7,1,6,0,5,0,1,0.5,1,1,0,38.248,9,2.617,1441,fda
170.22,11.514,17.695,11.886,19.538,17,17,7,2,5,1,6,0,3,0.818,1,0.5,14.765,18.569,10,2.851,1370,fda
170.24,14.633,26.16,15.489,29.907,26,26,2,2,0,0,4,0,1,0.417,1,1,34.395,0,12,0.671,126,fda
170.26,13.052,21.142,14.159,23.787,21,21,3,3,0,1,4,0,1,0.545,1,1,0,34.619,11,0.748,441,fda
171.18,12.789,21.938,12.665,24.369,21,21,7,2,5,0,6,0,1,0.417,1,1,33.676,0,11,0.079,403,fda
171.26,16.182,25.403,17.574,28.989,26,27,7,0,6,0,1,0,3,0.692,1,0.5,23.278,28.285,13,-0.352,2042,fda
171.27,15.665,28.825,17.006,33.239,29,29,1,1,0,0,3,0,1,0.5,1,1,0,39.371,10,1.474,2678,fda
171.61,11.461,17.716,11.648,19.851,17,17,10,0,10,1,6,0,3,0.818,1,0.5,14.765,18.569,10,1.837,439,fda
172.19,14.537,21.189,14.955,23.08,21,22,9,3,6,0,2,0,3,0.769,1,0.5,0,50.688,13,-0.822,420,fda
172.23,12.24,19.585,12.852,21.581,19,19,8,2,6,1,5,0,1,0.545,1,1,0,34.705,8,2.763,275,fda
172.3,16.698,31.491,18.523,36.571,32,31,1,1,0,0,2,0,0,0,0,0,0,0,12,-0.244,2439,fda
172.63,12.692,20.389,13.369,22.811,20,19,7,1,6,1,4,0,1,0.545,1,1,0,30.752,7,-0.031,2765,fda
172.68,14.031,23.829,15.438,27.432,24,23,6,0,6,1,3,0,1,0.545,1,1,0,29.867,3,-0.702,1004,fda
173.19,13.515,23.829,13.631,26.412,23,23,2,2,0,0,5,0,1,0.417,1,1,33.467,0,12,0.752,1092,fda
173.24,14.853,27.269,15.699,31.033,27,26,2,2,0,0,4,0,0,0,0,0,0,0,11,0.671,1377,fda
173.24,14.853,27.269,15.699,31.033,27,26,2,2,0,0,4,0,0,0,0,0,0,0,11,0.671,1392,fda
173.61,12.386,19.615,12.818,21.522,19,18,7,1,6,1,4,0,1,0.545,1,1,0,30.514,7,-0.031,1015,fda
174.12,11.869,19.615,11.011,20.502,18,17,4,4,0,0,6,0,0,0,0,0,0,0,12,1.717,1614,fda
174.16,13.725,19.633,13.648,20.874,19,20,9,3,6,0,3,0,3,0.769,1,0.5,0,50.688,13,-0.202,1033,fda
174.22,14.865,23.065,15.512,25.867,23,24,8,2,6,0,3,0,2,0.846,2,1,32.153,37.689,11,-0.748,112,fda
174.23,14.348,26.487,14.943,30.116,26,25,2,2,0,0,5,0,0,0,0,0,0,0,12,2.617,2722,fda
174.24,14.149,26.48,14.739,30.488,26,25,2,2,0,0,6,0,0,0,0,0,0,0,12,6.061,2808,fda
174.24,14.149,26.48,14.739,30.488,26,25,2,2,0,0,6,0,0,0,0,0,0,0,12,6.061,2817,fda
174.27,16.204,26.505,17.58,30.488,27,28,10,0,10,0,2,0,3,0.692,1,0.5,23.082,28.044,12,-0.277,579,fda
175.131,13.864,17.996,24.682,19.621,18,17,7,1,6,1,5,0,1,0.5,1,1,0,34.381,10,1.636,1149,fda
175.22,13.843,25.705,14.188,29.199,25,24,2,2,0,0,6,0,0,0,0,0,0,0,12,4.881,2721,fda
175.22,13.843,25.705,14.188,29.199,25,24,2,2,0,0,6,0,0,0,0,0,0,0,12,4.881,2791,fda
176.14,12.396,21.498,11.773,22.917,20,20,2,2,0,0,6,0,1,0.417,1,1,33.376,0,12,2.698,854,fda
176.18,14.252,21.516,14.409,23.289,21,22,8,2,6,0,3,0,3,0.769,1,0.5,0,51.529,13,-0.202,550,fda
176.18,14.252,21.516,14.409,23.289,21,22,8,2,6,0,3,0,3,0.769,1,0.5,0,52.989,13,-0.748,1727,fda
176.23,15.59,24.956,16.477,27.91,25,25,8,2,6,0,2,0,1,0.462,1,1,0,45.998,11,-0.822,1932,fda
177.03,11.477,16.509,12.216,17.758,16,16,6,0,6,2,3,0,1,0.6,1,1,0,30.19,10,-0.065,2106,fda
177.46,9.831,15.716,10.835,17.117,15,14,0,0,0,3,4,0,0,0,0,0,0,0,5,0.197,960,fda
178.15,13.44,19.96,13.102,21.083,19,20,8,2,6,0,4,0,3,0.769,1,0.5,0,51.529,13,0.605,721,fda
178.15,13.44,19.96,13.102,21.083,19,20,8,2,6,0,4,0,3,0.769,1,0.5,0,52.369,13,0.605,1515,fda
178.16,12.923,23.382,12.534,25.332,22,22,1,1,0,0,6,0,1,0.5,1,1,0,37.924,12,2.698,1492,fda
178.17,13.042,19.945,12.693,21.827,19,20,9,3,6,0,6,0,3,0.769,1,0.5,0,50.688,13,0.754,2410,fda
178.26,15.918,26.833,17.034,30.697,27,27,7,1,6,0,3,0,1,0.462,1,1,0,44.727,10,-0.748,1605,fda
178.3,17.456,30.28,19.307,34.946,31,31,6,0,6,0,1,0,1,0.462,1,1,0,43.986,13,-0.352,2117,fda
179.19,14.273,22.618,14.415,24.787,22,22,8,2,6,0,4,0,1,0.462,1,1,0,45.198,11,0.605,1941,fda
179.2,13.756,26.04,13.847,29.036,25,24,1,1,0,0,6,0,0,0,0,0,0,0,12,4.881,2153,fda
179.24,15.612,26.058,16.483,29.408,26,26,7,1,6,0,3,0,1,0.462,1,1,0,43.8,11,-0.202,736,fda
179.25,15.413,26.051,16.279,29.78,26,26,7,1,6,0,4,0,1,0.462,1,1,0,45.198,10,0.605,1584,fda
179.27,13.514,24.462,14.585,27.538,24,23,1,1,0,1,5,0,0,0,0,0,0,0,11,2.763,2677,fda
179.34,18.289,32.938,20.62,38.65,34,36,0,0,0,0,1,0,7,0.769,1,0.333,0,101.31,7,0.38,429,fda
179.61,13.144,18.404,13.602,19.897,18,19,11,0,11,1,3,0,3,0.833,1,0.5,0,44.768,12,-0.164,1409,fda
180.17,13.966,21.844,13.864,23.498,21,21,8,2,6,0,4,0,1,0.462,1,1,0,43.841,13,1.463,563,fda
180.17,13.966,21.844,13.864,23.498,21,21,8,2,6,0,4,0,1,0.462,1,1,0,43.562,13,-0.127,809,fda
180.18,13.45,25.265,13.295,27.748,24,23,1,1,0,0,6,0,0,0,0,0,0,0,12,3.757,523,fda
180.18,13.45,25.265,13.295,27.748,24,24,0,0,0,0,6,0,1,0.5,1,1,0,37.924,12,3.757,1028,fda
180.18,13.45,25.265,13.295,27.748,24,24,0,0,0,0,6,0,1,0.5,1,1,0,37.6,2,4.881,1390,fda
180.18,13.45,25.265,13.295,27.748,24,23,1,1,0,0,6,0,0,0,0,0,0,0,12,3.757,1731,fda
180.18,13.45,25.265,13.295,27.748,24,24,0,0,0,0,6,0,1,0.5,1,1,0,37.924,12,3.757,2027,fda
180.22,15.305,25.284,15.932,28.119,25,25,7,1,6,0,3,0,1,0.462,1,1,0,44.31,11,-0.202,1840,fda
180.22,15.623,21.854,16.296,24.242,22,24,16,0,16,0,2,0,6,1,1,0.333,0,62.233,7,-0.835,2422,fda
180.23,12.438,21.964,12.898,24.124,21,20,3,3,0,1,6,-1,0,0,0,0,0,0,9,0.145,2718,fda
180.27,16.644,28.723,18,32.74,29,29,6,0,6,0,2,0,1,0.462,1,1,0,43.986,10,0.455,1715,fda
180.3,14.864,23.698,16.466,26.993,24,24,7,1,6,1,3,0,1,0.5,1,1,0,39.133,12,0.59,386,fda
181.64,13.154,23.709,13.796,26.562,23,21,2,2,0,1,5,0,0,0,0,0,0,0,10,0.836,1824,fda
181.69,14.493,27.149,15.864,31.183,27,25,1,1,0,1,4,0,0,0,0,0,0,0,8,-0.614,349,fda
182.032,13.125,14.342,35.602,15.72,15,13,1,1,0,3,7,0,1,0.3,1,1,0,0,6,-0.288,2788,fda
182.19,14.493,23.727,14.625,25.914,23,23,7,1,6,0,4,0,1,0.462,1,1,0,42.762,12,-0.127,1074,fda
182.19,14.493,23.727,14.625,25.914,23,23,7,1,6,0,4,0,1,0.462,1,1,0,42.676,10,1.463,1273,fda
182.2,13.976,27.149,14.057,30.163,26,25,0,0,0,0,6,0,1,0.5,1,1,0,33.733,11,4.881,586,fda
182.2,13.976,27.149,14.057,30.163,26,25,0,0,0,0,6,0,0,0,0,0,0,0,6,4.881,626,fda
182.2,13.976,27.149,14.057,30.163,26,25,0,0,0,0,6,0,0,0,0,0,0,0,6,4.881,636,fda
182.2,13.976,27.149,14.057,30.163,26,25,0,0,0,0,6,0,1,0.5,1,1,0,33.733,11,4.881,1042,fda
182.22,13.897,23.705,14.012,27.03,23,23,7,2,5,0,7,0,1,0.385,1,1,38.305,0,12,1.688,63,fda
182.23,16.349,23.745,17.262,26.285,24,25,13,1,12,0,1,0,2,0.857,2,1,0,87.438,6,-0.905,2521,fda
182.24,10.814,17.113,11.398,17.923,16,15,2,2,0,2,6,0,0,0,0,0,0,0,5,3.03,1504,fda
182.24,15.832,27.167,16.693,30.535,27,27,6,0,6,0,3,0,1,0.462,1,1,0,44.73,12,0.53,1660,fda
182.68,13.988,26.367,15.108,30.266,26,24,1,1,0,1,5,0,0,0,0,0,0,0,10,3.857,2724,fda
183.2,12.407,17.927,12.54,18.877,17,18,9,3,6,1,5,0,3,0.75,1,0.5,19.468,23.679,11,-0.002,1560,fda
184.09,12.353,21.371,13.54,24.459,21,19,5,0,5,2,5,0,1,0.5,1,1,19.876,0,8,1.882,1183,fda
184.26,16.677,25.622,17.818,29.073,26,27,12,0,12,0,2,0,2,0.857,2,1,0,84.982,7,-0.835,2020,fda
184.27,16.16,29.043,17.25,33.322,29,28,3,3,0,0,4,0,0,0,0,0,0,0,12,1.463,2174,fda
184.31,17.698,32.491,19.523,37.571,33,32,2,2,0,0,2,0,0,0,0,0,0,0,13,-0.277,2343,fda
184.97,6.107,9.265,7.642,10.259,9,8,1,1,0,1,3,0,0,0,0,0,0,0,5,1.59,2628,fda
185.21,14.316,24.822,14.426,27.784,24,24,7,2,5,0,6,0,1,0.385,1,1,37.486,0,12,0.022,711,fda
185.24,16.37,24.847,17.267,27.784,25,26,9,3,6,0,2,0,2,0.857,2,1,0,81.629,12,-0.835,799,fda
186.17,14.725,20.633,14.648,21.874,20,22,12,2,10,0,3,0,6,0.929,1,0.333,19.167,42.789,14,-0.766,1044,fda
186.17,14.725,20.633,14.648,21.874,20,22,12,2,10,0,3,0,6,0.929,1,0.333,20.805,43.754,14,-0.766,1531,fda
186.201,16.708,23.218,28.506,26.159,24,24,7,1,6,1,3,0,1,0.462,1,1,0,45.881,11,-0.748,1189,fda
186.26,13.767,22.469,14.614,24.996,22,22,3,3,0,1,5,0,1,0.417,1,1,34.04,0,12,-0.565,1129,fda
186.33,18.224,34.374,20.284,39.986,35,34,1,1,0,0,2,0,0,0,0,0,0,0,13,-0.277,2344,fda
187.74,16.59,29.378,18.716,34.179,30,31,0,0,0,1,2,0,7,0.833,1,0.333,0,75.643,5,0.509,652,fda
188.21,14.536,25.931,14.636,28.91,25,24,3,3,0,0,6,0,0,0,0,0,0,0,13,2.566,1376,fda
188.25,16.392,25.949,17.273,29.282,26,27,8,2,6,0,3,0,2,0.786,2,1,35.453,40.583,11,-0.766,882,fda
188.25,16.074,29.378,16.909,33.159,29,28,2,2,0,0,4,0,0,0,0,0,0,0,7,0.605,1404,fda
189.18,12.078,18.422,11.824,19.005,17,17,8,2,6,1,6,-1,1,0.5,1,1,0,38.571,10,0.832,1601,fda
189.23,16.085,25.174,16.722,27.993,25,26,8,2,6,0,3,0,2,0.786,2,1,35.453,41.697,12,-0.766,2345,fda
189.25,13.809,22.774,16.154,26.215,23,25,1,1,0,2,5,0,3,0.818,3,1,0,0,4,-0.526,333,fda
189.66,14.439,24.382,15.341,27.352,24,23,6,0,6,1,4,0,1,0.5,1,1,0,34.619,11,2.537,706,fda
189.66,14.439,24.382,15.341,27.352,24,23,6,0,6,1,4,0,1,0.5,1,1,0,34.943,9,2.537,892,fda
190.141,15.084,20.105,25.892,21.747,20,19,4,4,0,1,5,0,1,0.462,1,1,0,38.248,12,-0.598,2133,fda
190.16,14.44,20.96,14.102,22.083,20,21,9,3,6,0,4,0,3,0.714,1,0.5,0,58.689,14,-0.166,1244,fda
190.17,14.241,20.953,13.898,22.455,20,21,13,2,11,0,5,0,3,0.714,1,0.5,0,56.336,12,-0.096,1431,fda
190.18,13.724,24.375,13.33,26.704,23,22,3,3,0,0,7,0,0,0,0,0,0,0,13,3.67,1789,fda
190.24,13.68,22.804,14.273,24.834,22,21,8,2,6,1,5,0,1,0.5,1,1,0,34.705,8,1.636,2118,fda
190.26,17.117,27.84,18.239,31.325,28,29,7,1,6,0,2,0,3,0.643,1,0.5,25.526,30.952,14,-0.835,2323,fda
190.26,17.117,27.84,18.239,31.325,28,29,4,4,0,0,2,0,3,0.643,1,0.5,25.526,30.952,14,-0.835,2339,fda
190.27,16.918,27.833,18.034,31.697,28,30,3,3,0,0,3,0,6,0.929,1,0.333,0,65.821,14,-0.235,569,fda
190.27,16.918,27.833,18.034,31.697,28,29,10,0,10,0,3,0,3,0.643,1,0.5,26.267,30.592,14,1.314,2147,fda
190.32,17.939,34.702,19.739,40.195,35,34,0,0,0,0,3,0,1,0.462,1,1,0,38.571,9,2.342,1421,fda
191.16,13.417,23.6,12.778,25.415,22,23,2,2,0,0,7,0,3,0.615,1,0.5,48.974,0,11,0.097,1459,fda
191.21,15.074,23.611,15.21,26.159,23,24,11,1,10,0,5,0,3,0.643,1,0.5,25.786,33.832,13,0.616,944,fda
191.3,17.951,30.498,19.551,35.029,31,31,7,1,6,0,2,0,1,0.429,1,1,0,48.594,11,-0.835,1383,fda
191.953,12.904,9.164,45.562,9.348,10,6,2,2,0,4,9,0,0,0,0,0,0,0,4,-0.096,2859,fda
192.05,12.498,18.611,13.222,20.256,18,18,6,0,6,2,4,0,1,0.545,1,1,0,33.733,7,-0.031,2948,fda
192.14,13.111,22.826,12.227,24.127,21,20,3,3,0,0,7,0,0,0,0,0,0,0,9,2.641,2025,fda
192.18,14.966,22.844,14.864,24.498,22,23,8,2,6,0,4,0,3,0.714,1,0.5,0,58.909,14,-0.166,1039,fda
192.18,14.966,22.844,14.864,24.498,22,23,8,2,6,0,4,0,3,0.714,1,0.5,0,56.608,14,0.547,2336,fda
192.53,12.192,21.258,13.909,24.237,21,19,0,0,0,3,4,0,0,0,0,0,0,0,5,-0.53,1275,fda
193.22,15.8,25.502,16.176,28.202,25,25,8,2,6,0,4,0,1,0.429,1,1,0,50.188,12,0.547,1232,fda
193.22,15.8,25.502,16.176,28.202,25,25,8,2,6,0,4,0,1,0.429,1,1,0,48.229,11,0.547,1665,fda
193.26,17.655,25.52,18.813,28.574,26,27,13,0,12,0,1,0,2,0.8,2,1,0,98.132,12,-0.912,784,fda
193.26,17.655,25.52,18.813,28.574,26,28,13,1,12,0,1,0,6,1,1,0.333,0,48.179,8,-0.395,1626,fda
193.27,17.139,28.942,18.245,32.823,29,29,7,1,6,0,3,0,1,0.429,1,1,0,49.182,12,0.477,1424,fda
194.16,13.638,24.709,12.989,26.542,23,22,2,2,0,0,7,0,0,0,0,0,0,0,13,3.67,2150,fda
194.18,13.558,21.265,12.943,23.409,20,21,8,3,5,0,8,0,3,0.643,1,0.5,24.96,30.074,14,0.825,72,fda
194.2,15.493,24.727,15.625,26.914,24,24,8,2,6,0,4,0,1,0.429,1,1,0,48.032,14,0.547,576,fda
194.2,15.493,24.727,15.625,26.914,24,24,8,2,6,0,4,0,1,0.429,1,1,0,47.752,7,-0.696,1826,fda
194.21,15.294,24.72,15.421,27.286,24,24,8,2,6,0,5,0,1,0.429,1,1,0,49.065,12,2.382,794,fda
194.21,14.976,28.149,15.057,31.163,27,27,0,0,0,0,6,0,1,0.462,1,1,0,41.79,9,3.595,1036,fda
194.25,17.15,24.738,18.057,27.657,25,27,16,0,16,0,2,0,6,0.933,1,0.333,0,70.902,9,0.366,1313,fda
194.25,16.832,28.167,17.693,31.535,28,28,7,1,6,0,3,0,1,0.429,1,1,0,49.182,12,-0.235,1425,fda
194.3,18.171,31.607,19.762,36.156,32,32,6,0,6,0,2,0,1,0.429,1,1,0,48.858,14,0.408,1419,fda
195.25,15.81,30.807,16.369,34.867,30,29,0,0,0,0,6,0,0,0,0,0,0,0,13,4.688,435,fda
195.28,14.348,22.353,15.199,25.242,22,22,8,2,6,1,6,0,1,0.462,1,1,0,44.875,13,3.595,2225,fda
195.71,16.537,26.611,18.193,30.349,27,26,7,0,6,1,2,0,1,0.462,1,1,0,40.681,10,-0.822,951,fda
195.72,16.02,30.033,17.625,34.598,30,28,1,1,0,1,4,0,0,0,0,0,0,0,9,-0.646,947,fda
196.13,11.481,20.269,12.864,22.859,20,19,1,1,0,1,4,0,0,0,0,0,0,0,9,1.936,2726,fda
196.18,14.164,26.593,13.75,28.957,25,24,1,1,0,0,7,0,0,0,0,0,0,0,13,4.762,2501,fda
196.32,18.698,33.491,20.523,38.571,34,35,1,1,0,0,2,0,3,0.5,1,0.5,61.869,36.882,13,-0.835,1045,fda
196.32,18.698,33.491,20.523,38.571,34,33,3,3,0,0,2,0,0,0,0,0,0,0,13,-0.835,1701,fda
196.32,18.698,33.491,20.523,38.571,34,33,3,3,0,0,2,0,0,0,0,0,0,0,13,-0.835,2335,fda
196.66,14.494,22.382,15.165,25.183,22,22,8,2,6,1,5,0,3,0.769,1,0.5,0,45.473,12,1.538,2978,fda
196.7,16.031,25.829,17.438,29.432,26,26,7,1,6,1,3,0,2,0.846,2,1,30.462,36.262,10,-0.202,1188,fda
196.71,15.514,29.251,16.87,33.681,29,27,1,1,0,1,5,0,0,0,0,0,0,0,9,0.752,656,fda
197.18,13.778,22.375,13.153,24.535,21,21,11,0,11,0,8,0,3,0.714,1,0.5,0,51.529,13,4.657,2961,fda
197.38,6.583,9.742,6.307,10.05,8,7,0,0,0,2,5,0,0,0,0,0,0,0,5,-0.267,1418,fda
197.68,15.725,25.054,16.887,28.143,25,25,7,1,6,1,3,0,1,0.462,1,1,0,45.736,11,-0.202,2592,fda
197.69,15.208,28.476,16.318,32.392,28,26,1,1,0,1,5,0,0,0,0,0,0,0,9,0.752,572,fda
197.69,15.208,28.476,16.318,32.392,28,26,1,1,0,1,5,0,0,0,0,0,0,0,9,0.752,2069,fda
197.69,15.208,28.476,16.318,32.392,28,26,1,1,0,1,5,0,0,0,0,0,0,0,9,0.752,2594,fda
198.16,13.472,21.6,12.602,23.246,20,20,9,4,5,0,8,0,1,0.357,1,1,42.507,0,13,1.662,249,fda
198.19,15.208,25.055,15.08,27.123,24,24,7,1,6,0,5,0,1,0.429,1,1,0,47.287,11,1.453,1912,fda
198.19,15.208,25.055,15.08,27.123,24,24,7,1,6,0,5,0,1,0.429,1,1,0,48.27,14,2.382,2777,fda
198.24,16.547,28.494,17.148,31.744,28,28,6,0,6,0,4,0,1,0.429,1,1,0,48.921,14,0.547,312,fda
198.24,16.865,25.065,17.512,27.867,25,26,16,0,16,0,3,0,6,0.933,1,0.333,0,62.233,7,0.431,1908,fda
